Region	Cluster_type	Cluster-Name	Start	End	Genes_total	Genes_expressed	Reads_total	Mean_reads_per_gene	Completeness	Status
contig_3	CDS	hypothetical_protein	2380715	2381102	1	1	477	477.0	100.0%	complete
contig_2	CDS	N-acetyltransferase	1743171	1743624	1	1	293	293.0	100.0%	complete
contig_2	CDS	HEAT_repeat_domain-containing_protein	1375558	1376983	1	1	289	289.0	100.0%	complete
contig_3	CDS	ATP/GTP-binding_protein	1263303	1263825	1	1	484	484.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	3827303	3828002	1	1	33	33.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	2247370	2248228	1	0	0	0.0	0.0%	empty
contig_2	CDS	Helicase	3088364	3089723	1	1	607	607.0	100.0%	complete
contig_3	CDS	polyribonucleotide_nucleotidyltransferase	714398	716621	1	1	124107	124107.0	100.0%	complete
contig_2	CDS	Cytochrome_P450	790535	791762	1	1	359	359.0	100.0%	complete
contig_2	CDS	DUF5667_domain-containing_protein	3853841	3855044	1	1	5568	5568.0	100.0%	complete
contig_2	CDS	DNA-directed_RNA_polymerase_subunit_alpha	3689631	3690654	1	1	101169	101169.0	100.0%	complete
contig_2	CDS	malonic_semialdehyde_reductase	5308988	5309582	1	1	899	899.0	100.0%	complete
contig_3	CDS	DUF6745_domain-containing_protein	1877750	1878914	1	1	252	252.0	100.0%	complete
contig_2	CDS	NHLP_bacteriocin_export_ABC_transporter_permease/ATPase_subunit	1106320	1109200	1	1	45	45.0	100.0%	complete
contig_2	CDS	4-coumarate:CoA_ligase	4930731	4932348	1	1	54	54.0	100.0%	complete
contig_2	CDS	Asparagine_synthase	3877384	3879457	1	1	1805	1805.0	100.0%	complete
contig_2	CDS	Serine_protease	2858057	2860016	1	1	712	712.0	100.0%	complete
contig_3	CDS	TetR_family_transcriptional_regulator	892098	892767	1	1	480	480.0	100.0%	complete
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	796628	796631	0	0	0	0.0	0.0%	empty
contig_2	CDS	Peptidase_S54_rhomboid_domain-containing_protein	4152817	4153732	1	1	1080	1080.0	100.0%	complete
contig_3	CDS	Membrane_protein	1505758	1506463	1	1	306	306.0	100.0%	complete
contig_2	CDS	Oxidoreductase	3122643	3123765	1	1	303	303.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	1798687	1799491	1	1	1143	1143.0	100.0%	complete
contig_2	CDS	Holliday_junction_branch_migration_protein_RuvA	1670656	1671277	1	1	235	235.0	100.0%	complete
contig_3	CDS	Membrane_protein	46987	47935	1	1	5138	5138.0	100.0%	complete
contig_2	CDS	VTT_domain-containing_protein	2637712	2638348	1	1	4929	4929.0	100.0%	complete
contig_2	CDS	2-dehydro-3-deoxy-phosphogluconate_aldolase	2575817	2576483	1	1	35	35.0	100.0%	complete
contig_3	CDS	ABC_transporter_permease	962198	963149	1	1	2022	2022.0	100.0%	complete
contig_2	CDS	Oxidoreductase	4907401	4908403	1	1	1945	1945.0	100.0%	complete
contig_3	CDS	Cation_efflux_system_protein	1149874	1150993	1	1	213	213.0	100.0%	complete
contig_2	CDS	MtrAB_system_histidine_kinase_MtrB	3280326	3282459	1	1	1739	1739.0	100.0%	complete
contig_2	CDS	Glycosyl_hydrolases_related_to_GH101_family,_GH129	2754618	2756664	1	1	24	24.0	100.0%	complete
contig_2	CDS	Transglycosylase	3468647	3469808	1	1	164	164.0	100.0%	complete
contig_2	CDS	non-specific_serine/threonine_protein_kinase	4156554	4157940	1	1	710	710.0	100.0%	complete
contig_3	CDS	SCO5389_family_protein	345937	346330	1	1	88101	88101.0	100.0%	complete
contig_2	CDS	Membrane_protein	4538901	4539807	1	0	0	0.0	0.0%	empty
contig_3	CDS	enoyl-CoA_hydratase_family_protein	2526485	2527265	1	0	0	0.0	0.0%	empty
contig_2	CDS	DNA-binding_response_regulator	753390	754128	1	1	18	18.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	3054991	3055639	1	1	890	890.0	100.0%	complete
contig_2	CDS	Heavy_metal_translocating_P-type_ATPase	932160	934131	1	1	56	56.0	100.0%	complete
contig_3	CDS	histidine_kinase	2880475	2883247	1	1	82	82.0	100.0%	complete
contig_3	CDS	DNA-(apurinic_or_apyrimidinic_site)_lyase	748762	749641	1	1	112	112.0	100.0%	complete
contig_2	CDS	DUF3291_domain-containing_protein	19738	20296	1	1	406	406.0	100.0%	complete
contig_3	CDS	Fatty_acid-CoA_racemase	2787178	2788360	1	1	196	196.0	100.0%	complete
contig_2	CDS	ribose-phosphate_diphosphokinase	3438990	3439965	1	1	15027	15027.0	100.0%	complete
contig_2	CDS	Histidine_kinase/HSP90-like_ATPase_domain-containing_protein	4582359	4582869	1	1	1800	1800.0	100.0%	complete
contig_3	CDS	sulfate_adenylyltransferase_subunit_CysD	1091292	1092228	1	1	30826	30826.0	100.0%	complete
contig_2	CDS	Membrane_protein	5189107	5189731	1	1	570	570.0	100.0%	complete
contig_2	CDS	VanZ-like_domain-containing_protein	5205848	5206352	1	0	0	0.0	0.0%	empty
contig_3	CDS	Reductase	1681218	1682214	1	1	13	13.0	100.0%	complete
contig_2	CDS	nitrile_hydratase_subunit_alpha	531482	532082	1	0	0	0.0	0.0%	empty
contig_3	CDS	Metal-dependent_phosphohydrolase	138141	139380	1	0	0	0.0	0.0%	empty
contig_2	CDS	DUF6333_domain-containing_protein	4911001	4911748	1	1	165	165.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	1861420	1861633	1	1	92	92.0	100.0%	complete
contig_3	CDS	Flavodoxin	2942223	2942859	1	1	8992	8992.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase	85559	86402	1	1	115	115.0	100.0%	complete
contig_2	CDS	DUF4097_domain-containing_protein	4295349	4296195	1	1	155	155.0	100.0%	complete
contig_3	CDS	Glycosyl_transferase	1672985	1674230	1	1	6	6.0	100.0%	complete
contig_2	CDS	carbonic_anhydrase	257552	258218	1	1	1656	1656.0	100.0%	complete
contig_2	CDS	Tetracyclin_repressor-like_C-terminal_group_31_domain-containing_protein	1200573	1201191	1	1	25	25.0	100.0%	complete
contig_2	CDS	FAD-dependent_oxidoreductase	226039	227575	1	1	220	220.0	100.0%	complete
contig_3	CDS	FHA_domain-containing_protein	1052617	1053172	1	1	251	251.0	100.0%	complete
contig_2	CDS	ABC_transporter_substrate-binding_protein	3179389	3180406	1	1	164	164.0	100.0%	complete
contig_2	CDS	hypothetical_protein	168392	168497	1	0	0	0.0	0.0%	empty
contig_2	CDS	rodlin	4573155	4573566	1	1	15	15.0	100.0%	complete
contig_3	CDS	3-oxoacyl-(ACP)_reductase	956773	957544	1	1	472	472.0	100.0%	complete
contig_2	CDS	(2Fe-2S)_ferredoxin	680797	681871	1	0	0	0.0	0.0%	empty
contig_2	CDS	Monooxygenase	1189858	1191493	1	1	44	44.0	100.0%	complete
contig_2	CDS	TniQ_protein	4468506	4468953	1	0	0	0.0	0.0%	empty
contig_2	CDS	Magnesium_or_manganese-dependent_protein_phosphatase	4074191	4076378	1	1	940	940.0	100.0%	complete
contig_2	CDS	Membrane_protein	4472597	4473953	1	1	72	72.0	100.0%	complete
contig_3	CDS	Carboxylesterase	223513	224377	1	1	113	113.0	100.0%	complete
contig_2	CDS	glutamyl-tRNA_reductase	3848573	3849944	1	1	2221	2221.0	100.0%	complete
contig_2	CDS	Antifreeze_protein	4299471	4300797	1	1	3941	3941.0	100.0%	complete
contig_3	CDS	Sugar_ABC_transporter_substrate-binding_protein	1241265	1242249	1	1	1229	1229.0	100.0%	complete
contig_3	CDS	SnoaL-like_domain-containing_protein	2693365	2693626	1	1	104	104.0	100.0%	complete
contig_2	CDS	DUF475_domain-containing_protein	2659889	2661029	1	1	13965	13965.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2379255	2379579	1	1	122	122.0	100.0%	complete
contig_2	CDS	Kumamolisin	854965	856405	1	0	0	0.0	0.0%	empty
contig_2	CDS	Histidine_kinase/HSP90-like_ATPase_domain-containing_protein	3992935	3993559	1	1	456	456.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2779309	2779612	1	1	66	66.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	4702421	4703729	1	1	2190	2190.0	100.0%	complete
contig_3	CDS	Lantibiotic	1393251	1393440	1	1	694	694.0	100.0%	complete
contig_2	CDS	Globin	2966050	2966455	1	1	444	444.0	100.0%	complete
contig_3	CDS	Ribosome-associated_heat_shock_protein	2235490	2235904	1	1	158	158.0	100.0%	complete
contig_2	CDS	Membrane_protein	2848129	2851123	1	1	241	241.0	100.0%	complete
contig_3	CDS	hypothetical_protein	1303137	1303398	1	0	0	0.0	0.0%	empty
contig_3	CDS	Tyrosine_recombinase_XerC	600213	601242	1	1	101	101.0	100.0%	complete
contig_2	CDS	DUF397_domain-containing_protein	2569181	2569415	1	1	21	21.0	100.0%	complete
contig_2	CDS	Xylose_isomerase	3015277	3016159	1	0	0	0.0	0.0%	empty
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	1173541	1173544	0	0	0	0.0	0.0%	empty
contig_2	CDS	TetR_family_transcriptional_regulator	3034573	3035212	1	1	125	125.0	100.0%	complete
contig_2	CDS	Short-chain_dehydrogenase	3448692	3449481	1	1	21	21.0	100.0%	complete
contig_2	CDS	two-component_system_response_regulator_CseB	4646363	4647077	1	1	648	648.0	100.0%	complete
contig_2	CDS	Metal-dependent_hydrolase	4259230	4260148	1	1	1303	1303.0	100.0%	complete
contig_2	CDS	hypothetical_protein	397636	399043	1	1	171	171.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator_C_TetR_family	3259200	3259842	1	1	48	48.0	100.0%	complete
contig_3	CDS	Polymerase_nucleotidyl_transferase_domain-containing_protein	2361705	2362404	1	1	3957	3957.0	100.0%	complete
contig_3	CDS	Tripeptidyl_aminopeptidase	2393149	2394757	1	1	5529	5529.0	100.0%	complete
contig_2	CDS	Cobyrinic_acid_a,c-diamide_synthase	2001007	2001658	1	1	199	199.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	516068	516686	1	1	460	460.0	100.0%	complete
contig_2	CDS	Steroid_C27-monooxygenase	2614528	2615761	1	1	3690	3690.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase_family_1_domain-containing_protein	4462262	4463279	1	1	730	730.0	100.0%	complete
contig_3	CDS	TetR_family_transcriptional_regulator	1822291	1822960	1	1	405	405.0	100.0%	complete
contig_2	CDS	S-(hydroxymethyl)mycothiol_dehydrogenase	2822696	2823782	1	1	9035	9035.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4576360	4576888	1	0	0	0.0	0.0%	empty
contig_3	CDS	Transcriptional_regulator	1530295	1530979	1	1	454	454.0	100.0%	complete
contig_2	misc_feature	tta_leucine_codon,_possible_target_for_bldA_regulation	710794	710797	0	0	0	0.0	0.0%	empty
contig_2	CDS	DUF5682_domain-containing_protein	5043783	5046363	1	1	282	282.0	100.0%	complete
contig_3	CDS	Integral_membrane_protein	1345026	1345254	1	0	0	0.0	0.0%	empty
contig_3	CDS	Hydrolase	542878	543604	1	1	161	161.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	4750247	4751042	1	1	37	37.0	100.0%	complete
contig_2	CDS	Secreted_protein	111535	113338	1	1	530	530.0	100.0%	complete
contig_3	CDS	Acyl-CoA_dehydrogenase	2401748	2402999	1	1	602	602.0	100.0%	complete
contig_2	CDS	Iron_ABC_transporter_permease	806773	807808	1	1	10364	10364.0	100.0%	complete
contig_2	CDS	SHOCT_domain-containing_protein	43708	44044	1	1	20	20.0	100.0%	complete
contig_2	CDS	Co-chaperone_DjlA_N-terminal_domain-containing_protein	2807408	2808128	1	1	240	240.0	100.0%	complete
contig_3	CDS	1-aminocyclopropane-1-carboxylate_deaminase	168129	169035	1	1	4359	4359.0	100.0%	complete
contig_3	CDS	Integral_membrane_protein	163062	163548	1	1	203	203.0	100.0%	complete
contig_3	CDS	Glutamate_dehydrogenase	968841	970014	1	1	223	223.0	100.0%	complete
contig_2	CDS	PhnB-like_domain-containing_protein	4372496	4372973	1	1	25	25.0	100.0%	complete
contig_3	CDS	Glycerol-3-phosphate_transporter	2335979	2337341	1	1	143	143.0	100.0%	complete
contig_3	CDS	Putative_transcription_regulator,_LysR_family_protein	780150	781089	1	1	58	58.0	100.0%	complete
contig_2	CDS	Dipeptidase	1502119	1503478	1	1	32591	32591.0	100.0%	complete
contig_3	CDS	Acyltransferase	2292153	2293320	1	1	432	432.0	100.0%	complete
contig_2	CDS	Divalent_cation_tolerance_protein	2742436	2742916	1	1	288	288.0	100.0%	complete
contig_2	CDS	4-hydroxy-tetrahydrodipicolinate_synthase	1255798	1256695	1	1	107	107.0	100.0%	complete
contig_2	CDS	nitric_oxide_dioxygenase	259366	260596	1	1	786	786.0	100.0%	complete
contig_2	CDS	DNA_primase	2729430	2731347	1	1	631	631.0	100.0%	complete
contig_3	CDS	30S_ribosomal_protein_S15	713815	714103	1	1	6223	6223.0	100.0%	complete
contig_3	CDS	beta-ketoacyl-ACP_synthase_II	262821	281877	1	1	4081	4081.0	100.0%	complete
contig_2	CDS	Serine_protease	904112	905183	1	0	0	0.0	0.0%	empty
contig_3	CDS	Chitinase	2451292	2452051	1	1	140	140.0	100.0%	complete
contig_2	CDS	radical_SAM_family_heme_chaperone_HemW	2835861	2837064	1	1	465	465.0	100.0%	complete
contig_2	CDS	Secreted_protein	2544132	2544351	1	1	187	187.0	100.0%	complete
contig_3	CDS	Polymerase_nucleotidyl_transferase_domain-containing_protein	1737401	1738511	1	1	12	12.0	100.0%	complete
contig_2	CDS	hypothetical_protein	136805	136907	1	1	7	7.0	100.0%	complete
contig_3	CDS	LuxR_family_transcriptional_regulator	628638	629325	1	1	493	493.0	100.0%	complete
contig_2	CDS	Carbohydrate_kinase	2184688	2185648	1	1	694	694.0	100.0%	complete
contig_3	CDS	MBL_fold_metallo-hydrolase	1693876	1694776	1	1	31	31.0	100.0%	complete
contig_2	CDS	(R)-benzylsuccinyl-CoA_dehydrogenase	1873811	1875026	1	1	17712	17712.0	100.0%	complete
contig_3	CDS	CTP_synthase_(glutamine_hydrolyzing)	2960403	2961141	1	1	33	33.0	100.0%	complete
contig_3	CDS	Two-component_system_response_regulator	203071	203812	1	1	703	703.0	100.0%	complete
contig_2	CDS	Response_regulator	3074359	3075052	1	1	134	134.0	100.0%	complete
contig_2	CDS	NUDIX_hydrolase	5150820	5151039	1	1	562	562.0	100.0%	complete
contig_3	CDS	Extensin	1191098	1191863	1	1	56	56.0	100.0%	complete
contig_2	CDS	Glyoxalase-like_domain-containing_protein	3160431	3160800	1	1	53	53.0	100.0%	complete
contig_2	CDS	Fumarate_hydratase_class_I	5303580	5305254	1	1	2849	2849.0	100.0%	complete
contig_2	CDS	Glycine/betaine_ABC_transporter_substrate-binding_protein	5107289	5108294	1	1	1309	1309.0	100.0%	complete
contig_3	CDS	Methane_oxygenase_PmoA	2218462	2219617	1	1	445	445.0	100.0%	complete
contig_2	CDS	SAM-dependent_methyltransferase	2716254	2716983	1	1	18	18.0	100.0%	complete
contig_2	CDS	MerR_family_transcriptional_regulator	5243954	5244383	1	1	49	49.0	100.0%	complete
contig_1	CDS	NysDI	1238	2630	1	1	7174	7174.0	100.0%	complete
contig_2	CDS	Bifunctional_transcriptional_activator/DNA_repair_enzyme_AdaA	2745652	2746012	1	1	57	57.0	100.0%	complete
contig_3	CDS	Intracellular_protease_C_PfpI_family	1049387	1049921	1	1	239	239.0	100.0%	complete
contig_2	CDS	Membrane_protein	3009562	3010207	1	1	26	26.0	100.0%	complete
contig_3	CDS	ABC_transporter_substrate-binding_protein	774863	775775	1	1	27439	27439.0	100.0%	complete
contig_3	CDS	ATP-grasp_domain-containing_protein	2673356	2674652	1	1	5686	5686.0	100.0%	complete
contig_3	protocluster	lanthipeptide-class-iii	2636705	2659324	18	16	141772	7876.22	88.9%	partly
contig_2	CDS	FAD-dependent_oxidoreductase	479352	480744	1	1	10	10.0	100.0%	complete
contig_3	CDS	PNPLA_domain-containing_protein	2272292	2273144	1	1	106	106.0	100.0%	complete
contig_2	CDS	Aldo/keto_reductase	2678109	2679132	1	1	1867	1867.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase	239584	240754	1	1	7180	7180.0	100.0%	complete
contig_2	CDS	Integral_membrane_protein	1712459	1712828	1	1	426	426.0	100.0%	complete
contig_2	CDS	GntR_family_transcriptional_regulator	3500478	3500874	1	1	654	654.0	100.0%	complete
contig_3	CDS	LysR_family_transcriptional_regulator	2343908	2344865	1	1	434	434.0	100.0%	complete
contig_3	CDS	Cysteine_methyltransferase	89882	90323	1	1	133	133.0	100.0%	complete
contig_3	protocluster	NRPS-like	261873	305506	4	4	6049	1512.25	100.0%	complete
contig_2	CDS	FAD-dependent_monooxygenase	5154173	5155772	1	1	4099	4099.0	100.0%	complete
contig_2	CDS	Glutamine_amidotransferase_type-2_domain-containing_protein	193633	194287	1	1	24	24.0	100.0%	complete
contig_2	CDS	phosphoserine_phosphatase_SerB	2059727	2060975	1	1	1619	1619.0	100.0%	complete
contig_3	CDS	TetR_family_transcriptional_regulator	2985353	2986073	1	1	274	274.0	100.0%	complete
contig_2	CDS	Low-affinity_gluconate_or_H_symporter_GntU	5256026	5257502	1	1	348	348.0	100.0%	complete
contig_2	CDS	plasmid_transfer_protein_TraA	2515214	2515757	1	1	107	107.0	100.0%	complete
contig_2	CDS	histidine_kinase	3500965	3502291	1	1	104	104.0	100.0%	complete
contig_3	CDS	potassium-transporting_ATPase_subunit_KdpA	867248	868925	1	1	1070	1070.0	100.0%	complete
contig_3	CDS	ToyA	1727534	1730378	1	1	183	183.0	100.0%	complete
contig_2	CDS	Alanine_racemase_N-terminal_domain-containing_protein	4202100	4203132	1	1	10276	10276.0	100.0%	complete
contig_2	CDS	NUDIX_hydrolase	2624701	2625157	1	1	36	36.0	100.0%	complete
contig_3	CDS	ScbR_family_autoregulator-binding_transcription_factor	919851	920469	1	1	7693	7693.0	100.0%	complete
contig_2	CDS	Putative_membrane_efflux_protein	1230688	1231963	1	1	123	123.0	100.0%	complete
contig_2	CDS	Histidine_kinase	4248706	4250383	1	1	565	565.0	100.0%	complete
contig_3	CDS	Non-ribosomal_peptide_synthetase	942572	949001	1	1	1452	1452.0	100.0%	complete
contig_2	CDS	NAD(P)-binding_domain-containing_protein	3731763	3732426	1	1	352	352.0	100.0%	complete
contig_2	CDS	Cellulose-binding_protein	3428584	3429619	1	1	1528	1528.0	100.0%	complete
contig_3	CDS	Putative_aminotransferase	2138959	2140285	1	1	2114	2114.0	100.0%	complete
contig_3	CDS	Chaplin_domain-containing_protein	1765372	1765681	1	1	653	653.0	100.0%	complete
contig_3	CDS	Aldehyde_dehydrogenase	1823046	1824519	1	1	1	1.0	100.0%	complete
contig_2	CDS	Aminoglycoside_phosphotransferase	4450957	4451515	1	1	86	86.0	100.0%	complete
contig_3	CDS	Threonine_synthase	2217110	2218289	1	1	4005	4005.0	100.0%	complete
contig_3	CDS	Betaine-aldehyde_dehydrogenase	1768672	1770142	1	1	219	219.0	100.0%	complete
contig_2	CDS	lipid_A_export_permease/ATP-binding_protein_MsbA	3024346	3028408	1	1	3731	3731.0	100.0%	complete
contig_2	CDS	NAD_kinase	597942	599007	1	1	6535	6535.0	100.0%	complete
contig_2	CDS	Imidazole_glycerol_phosphate_synthase_subunit_HisF	2301457	2302213	1	1	3331	3331.0	100.0%	complete
contig_2	CDS	DUF998_domain-containing_protein	3913981	3914185	1	1	449	449.0	100.0%	complete
contig_2	CDS	peptidoglycan_glycosyltransferase	3136667	3138959	1	1	293	293.0	100.0%	complete
contig_2	CDS	cytochrome_c_oxidase_subunit_I	266328	268020	1	1	53688	53688.0	100.0%	complete
contig_2	CDS	ABC_transporter_permease	794008	795451	1	0	0	0.0	0.0%	empty
contig_3	CDS	L-histidine_N(alpha)-methyltransferase	1972252	1973215	1	1	963	963.0	100.0%	complete
contig_3	CDS	hypothetical_protein	2423127	2423220	1	0	0	0.0	0.0%	empty
contig_3	CDS	Putative_chitobiose_ABC_transporter_permease_protein	997596	998520	1	1	5817	5817.0	100.0%	complete
contig_2	CDS	MarR_family_transcriptional_regulator	1735950	1736706	1	1	56	56.0	100.0%	complete
contig_2	CDS	LytR_family_transcriptional_regulator	4978501	4978696	1	0	0	0.0	0.0%	empty
contig_2	CDS	histidine_kinase	471834	473316	1	1	41	41.0	100.0%	complete
contig_2	CDS	Glycosyl_transferase	757326	759624	1	1	167	167.0	100.0%	complete
contig_2	CDS	SDR_family_oxidoreductase	4260271	4262122	1	1	6265	6265.0	100.0%	complete
contig_2	CDS	DUF3344_domain-containing_protein	3077305	3078340	1	0	0	0.0	0.0%	empty
contig_3	CDS	ATP/GTP-binding_protein	1439982	1442109	1	1	3394	3394.0	100.0%	complete
contig_2	CDS	LysR_family_transcriptional_regulator	824072	825107	1	1	141	141.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	2117334	2117715	1	1	49	49.0	100.0%	complete
contig_2	CDS	Putative_ABC_transporter	1045357	1047166	1	1	2310	2310.0	100.0%	complete
contig_2	CDS	Carbonyl_reductase	502611	503508	1	1	73	73.0	100.0%	complete
contig_2	CDS	adenosine_deaminase	2738659	2739670	1	1	1610	1610.0	100.0%	complete
contig_2	CDS	recombination_mediator_RecR	4488603	4489203	1	1	3742	3742.0	100.0%	complete
contig_2	CDS	Acetyl-CoA_carboxylase,_carboxyltransferase_component	4925775	4927374	1	1	295	295.0	100.0%	complete
contig_2	CDS	Abasic_site_processing_protein	789779	790517	1	1	222	222.0	100.0%	complete
contig_2	CDS	PE-PGRS_family_protein	1099956	1100745	1	1	384	384.0	100.0%	complete
contig_2	CDS	Transcriptional_regulator	351158	351404	1	1	5266	5266.0	100.0%	complete
contig_2	CDS	AAA_family_ATPase	4514548	4515526	1	1	341	341.0	100.0%	complete
contig_2	CDS	TraSA:integrase_fusion_protein	2522382	2523651	1	1	189	189.0	100.0%	complete
contig_3	CDS	ferredoxin--NADP(+)_reductase	2121653	2123027	1	1	394	394.0	100.0%	complete
contig_2	CDS	Glutamate_decarboxylase	1532203	1533580	1	1	115	115.0	100.0%	complete
contig_2	CDS	DUF397_domain-containing_protein	4980738	4980993	1	1	264	264.0	100.0%	complete
contig_2	CDS	Helix-turn-helix_domain-containing_protein	3980005	3980233	1	0	0	0.0	0.0%	empty
contig_3	region	NI-siderophore	782357	815041	24	22	148972	6207.17	91.7%	partly
contig_2	CDS	Asp23/Gls24_family_envelope_stress_response_protein	2092824	2093211	1	0	0	0.0	0.0%	empty
contig_2	CDS	Organic_hydroperoxide_resistance_protein	2701176	2701605	1	1	4836	4836.0	100.0%	complete
contig_3	CDS	Putative_cytochrome_P450_140	2285350	2286610	1	1	18399	18399.0	100.0%	complete
contig_2	CDS	Lipoprotein	67477	68164	1	1	47	47.0	100.0%	complete
contig_2	CDS	S-methyl-5-thioribose-1-phosphate_isomerase	3283134	3284271	1	1	973	973.0	100.0%	complete
contig_2	CDS	Membrane_protein	247045	248794	1	0	0	0.0	0.0%	empty
contig_3	cand_cluster	PKS-like	947711	988740	28	28	96438	3444.21	100.0%	complete
contig_3	CDS	Putative_oxidoreductase	2534131	2535181	1	0	0	0.0	0.0%	empty
contig_2	CDS	DUF2252_domain-containing_protein	2319353	2320673	1	1	312	312.0	100.0%	complete
contig_2	CDS	RNA_polymerase_sigma24_factor	4426214	4427153	1	1	16	16.0	100.0%	complete
contig_3	CDS	ER-bound_oxygenase_mpaB/mpaB'/Rubber_oxygenase_catalytic_domain-containing_protein	1824515	1825397	1	1	6	6.0	100.0%	complete
contig_2	CDS	histidinol-phosphate_transaminase	2304819	2305971	1	1	1786	1786.0	100.0%	complete
contig_3	CDS	MalT-like_TPR_region_domain-containing_protein	1164117	1165071	1	1	33	33.0	100.0%	complete
contig_2	CDS	Glycosyl_hydrolase-like_10_domain-containing_protein	1746595	1747819	1	1	176	176.0	100.0%	complete
contig_3	CDS	Phosphohydrolase	226045	226564	1	1	55	55.0	100.0%	complete
contig_2	CDS	CNNM_transmembrane_domain-containing_protein	1576460	1577591	1	1	27	27.0	100.0%	complete
contig_2	CDS	non-specific_serine/threonine_protein_kinase	4104994	4106641	1	1	1352	1352.0	100.0%	complete
contig_3	CDS	Core-binding_(CB)_domain-containing_protein	608101	609835	1	1	387	387.0	100.0%	complete
contig_3	CDS	Kinase	787685	789851	1	1	3138	3138.0	100.0%	complete
contig_3	CDS	Peptide_ABC_transporter_ATP-binding_protein	447736	448894	1	1	968	968.0	100.0%	complete
contig_2	CDS	Putative_restriction_endonuclease_domain-containing_protein	5283303	5283930	1	1	1467	1467.0	100.0%	complete
contig_3	CDS	Carboxylase	2564724	2567151	1	0	0	0.0	0.0%	empty
contig_2	CDS	Soj_family_protein	4178773	4179799	1	1	2825	2825.0	100.0%	complete
contig_2	CDS	GntR_family_transcriptional_regulator	1232462	1233152	1	1	342	342.0	100.0%	complete
contig_2	CDS	ABC_transporter_ATP-binding_protein	5290163	5290850	1	1	162	162.0	100.0%	complete
contig_3	CDS	3-keto-5-aminohexanoate_cleavage_protein	1908180	1909077	1	1	681	681.0	100.0%	complete
contig_2	CDS	hypothetical_protein	1908054	1908213	1	0	0	0.0	0.0%	empty
contig_2	CDS	alanine_transaminase	5248809	5250021	1	1	7104	7104.0	100.0%	complete
contig_2	CDS	NHLP_family_bacteriocin_export_ABC_transporter_peptidase/permease/ATPase_subunit	1109201	1111481	1	1	40	40.0	100.0%	complete
contig_2	CDS	TetR_family_transcriptional_regulator	328624	329281	1	1	63	63.0	100.0%	complete
contig_2	CDS	4-hydroxyphenylpyruvate_dioxygenase	24593	25691	1	1	9461	9461.0	100.0%	complete
contig_3	cand_cluster	T3PKS	873849	914902	26	26	48163	1852.42	100.0%	complete
contig_3	CDS	Methyltransferase_domain-containing_protein	2708871	2709513	1	1	34	34.0	100.0%	complete
contig_2	CDS	DUF3017_domain-containing_protein	5093704	5094133	1	1	350	350.0	100.0%	complete
contig_3	CDS	Transcriptional_regulator	501457	502759	1	1	259	259.0	100.0%	complete
contig_3	CDS	Thiamine_ABC_transporter_substrate-binding_protein	624733	625810	1	1	43311	43311.0	100.0%	complete
contig_3	CDS	RING-type_E3_ubiquitin_transferase	2614117	2614885	1	1	126	126.0	100.0%	complete
contig_2	CDS	3-methyl-2-oxobutanoate_dehydrogenase_(2-methylpropanoyl-transferring)	4098151	4099135	1	1	21228	21228.0	100.0%	complete
contig_3	CDS	Membrane_protein	719339	719897	1	1	16806	16806.0	100.0%	complete
contig_3	CDS	Sporulation_and_cell_division_protein_SsgA	1787346	1787757	1	1	705	705.0	100.0%	complete
contig_2	CDS	Iron-dependent_peroxidase	624993	626151	1	1	125	125.0	100.0%	complete
contig_2	CDS	ATPase	1489201	1489702	1	1	1754	1754.0	100.0%	complete
contig_2	CDS	Pyridoxal_phosphate_homeostasis_protein	2336645	2337380	1	1	1477	1477.0	100.0%	complete
contig_3	CDS	PadR_family_transcriptional_regulator	2923076	2923700	1	1	167	167.0	100.0%	complete
contig_2	CDS	hypothetical_protein	4965053	4965524	1	1	43	43.0	100.0%	complete
contig_2	CDS	Lipase	5037463	5038279	1	1	102	102.0	100.0%	complete
contig_2	CDS	Amino_acid_deaminase	5251945	5253235	1	1	3701	3701.0	100.0%	complete
contig_2	CDS	Aspartate_aminotransferase_family_protein	3931035	3932394	1	1	6468	6468.0	100.0%	complete
contig_3	CDS	Pyridoxal-5'-phosphate-dependent_protein_subunit_beta	2604057	2605401	1	1	385	385.0	100.0%	complete
contig_3	CDS	N-acetyl-glucosamine_transferase	2413217	2414546	1	1	13	13.0	100.0%	complete
