GeneID	Product
OMCOBO_01088	TIR domain-containing protein
OMCOBO_01089	Arsenical pump membrane protein
OMCOBO_01090	Inositol monophosphatase
OMCOBO_01091	Cupin domain-containing protein
OMCOBO_01092	Integral Membrane Protein
OMCOBO_01093	Cholesterol esterase
OMCOBO_01094	DUF6114 domain-containing protein
OMCOBO_01095	Ig-like domain-containing protein
OMCOBO_01096	LysR family transcriptional regulator
OMCOBO_01097	4-hydroxy-tetrahydrodipicolinate synthase
OMCOBO_01098	Extradiol dioxygenase
OMCOBO_01099	Ubiquinone biosynthesis protein
OMCOBO_01100	Protein kilB
OMCOBO_01101	UvrABC system protein A
OMCOBO_01102	Glyoxalase
OMCOBO_01103	AraC family transcriptional regulator
OMCOBO_01104	hypothetical protein
OMCOBO_01106	Membrane protein
OMCOBO_01107	Chaplin domain-containing protein
OMCOBO_01108	MFS transporter
OMCOBO_01109	AraC family transcriptional regulator
OMCOBO_01110	putative membrane transporter protein
OMCOBO_01111	TetR family transcriptional regulator
OMCOBO_01112	Nitroreductase
OMCOBO_01113	hypothetical protein
OMCOBO_01114	MFS transporter
OMCOBO_01115	Ribosylpyrimidine nucleosidase
OMCOBO_01116	Putative HTH-type transcriptional regulator
OMCOBO_01117	Tat pathway signal sequence domain protein
OMCOBO_01118	GDT1 family protein
OMCOBO_01119	Nitroreductase NfnB
OMCOBO_01120	TetR family transcriptional regulator
OMCOBO_01121	SAM-dependent methyltransferase
OMCOBO_01122	hypothetical protein
OMCOBO_01123	DUF3887 domain-containing protein
OMCOBO_01124	Two-component system response regulator
OMCOBO_01125	histidine kinase
OMCOBO_01126	Integral membrane protein
OMCOBO_01127	Peptidase
OMCOBO_01128	Isochorismatase
OMCOBO_01129	Pyridoxamine 5'-phosphate oxidase
OMCOBO_01130	Acyl-CoA synthetase
OMCOBO_01131	Acetyl-coenzyme A carboxylase carboxyl transferase subunits beta/alpha
OMCOBO_01132	LysR family transcriptional regulator
OMCOBO_01133	Multidrug transporter
OMCOBO_01134	GntR family transcriptional regulator
OMCOBO_01135	Flavin-nucleotide-binding protein
OMCOBO_01136	Transcriptional regulator
OMCOBO_01137	Thioredoxin reductase
OMCOBO_01138	XRE family transcriptional regulator
OMCOBO_01139	TetR family transcriptional regulator
OMCOBO_01140	DUF308 domain-containing protein
OMCOBO_01141	Membrane protein
OMCOBO_01142	Membrane protein
OMCOBO_01143	Clp R domain-containing protein
OMCOBO_01144	HAD domain in Swiss Army Knife RNA repair proteins
OMCOBO_01145	Polyketide cyclase/dehydrase
OMCOBO_01146	Transcription regulator PadR N-terminal domain-containing protein
OMCOBO_01147	Oxidoreductase
OMCOBO_01148	CPBP family intramembrane metalloprotease
OMCOBO_01149	Secreted protein
OMCOBO_01150	VWFA domain-containing protein
OMCOBO_01151	Glutamate--cysteine ligase
OMCOBO_01152	Secreted protein
OMCOBO_01153	DUF5999 domain-containing protein
OMCOBO_01154	aminomethyl-transferring glycine dehydrogenase
OMCOBO_01155	Photosystem reaction center subunit H
OMCOBO_01156	DNA polymerase IV
OMCOBO_01157	HTH merR-type domain-containing protein
OMCOBO_01158	BFN domain-containing protein
OMCOBO_01159	MerR family transcriptional regulator
OMCOBO_01160	FHA domain-containing protein
OMCOBO_01161	Membrane protein
OMCOBO_01162	Small basic protein
OMCOBO_01163	DUF881 domain-containing protein
OMCOBO_01164	Mannose-1-phosphate guanylyltransferase/phosphomannomutase
OMCOBO_01165	CDP-alcohol phosphatidyltransferase family protein
OMCOBO_01169	PTS glucose transporter subunit IIA
OMCOBO_01170	Phosphoenolpyruvate-protein phosphotransferase
OMCOBO_01171	LigA protein
OMCOBO_01172	acetoacetate--CoA ligase
OMCOBO_01173	Alpha-glucosidase
OMCOBO_01174	D-alanyl-D-alanine dipeptidase
OMCOBO_01175	Spermidine/putrescine ABC transporter permease
OMCOBO_01176	Spermidine/putrescine ABC transporter permease
OMCOBO_01177	Spermidine/putrescine ABC transporter substrate-binding protein
OMCOBO_01178	ABC transporter ATP-binding protein
OMCOBO_01179	Diguanylate cyclase/phosphodiesterase
OMCOBO_01180	Helix-turn-helix domain-containing protein
OMCOBO_01181	MFS transporter
OMCOBO_01182	ATP-binding protein
OMCOBO_01183	Alpha/beta hydrolase
OMCOBO_01184	DUF742 domain-containing protein
OMCOBO_01185	Dynein regulation protein LC7
OMCOBO_01186	nitrate- and nitrite sensing domain-containing protein
OMCOBO_01187	Integral membrane protein
OMCOBO_01188	bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
OMCOBO_01189	IclR family transcriptional regulator
OMCOBO_01190	Chromosome segregation ATPase
OMCOBO_01191	DUF2398 domain-containing protein
OMCOBO_01192	hypothetical protein
OMCOBO_01193	Restriction endonuclease
OMCOBO_01194	pyroglutamyl-peptidase I
OMCOBO_01195	DUF979 domain-containing protein
OMCOBO_01196	DUF969 domain-containing protein
OMCOBO_01197	GntR family transcriptional regulator
OMCOBO_01198	5-oxoprolinase subunit A
OMCOBO_01199	5-oxoprolinase subunit PxpB
OMCOBO_01200	Allophanate hydrolase
OMCOBO_01201	5-oxoprolinase
OMCOBO_01202	SGNH hydrolase
OMCOBO_01203	Glycosyl transferase
OMCOBO_01204	Mannosyltransferase PimB
OMCOBO_01205	HEAT repeat domain-containing protein
OMCOBO_01206	PAC domain-containing protein
OMCOBO_01207	Regulatory protein
OMCOBO_01208	Phosphotransferase
OMCOBO_01209	N-acetylmuramoyl-L-alanine amidase
OMCOBO_01210	RNA polymerase sigma-70 factor, ECF subfamily
OMCOBO_01211	Zinc finger CGNR domain-containing protein
OMCOBO_01212	Pyridoxamine 5'-phosphate oxidase
OMCOBO_01213	DUF397 domain-containing protein
OMCOBO_01214	Acetyl-CoA acetyltransferase
OMCOBO_01215	Lipid-transfer protein
OMCOBO_01216	DNA-binding protein
OMCOBO_01217	crotonase/enoyl-CoA hydratase family protein
OMCOBO_01218	Acyl-CoA synthetase
OMCOBO_01219	gamma subclass chorismate mutase AroQ
OMCOBO_01220	Alpha/beta hydrolase
OMCOBO_01221	phenylacetate--CoA ligase PaaK
OMCOBO_01222	Hydroxylase
OMCOBO_01223	Acyl-CoA synthetase
OMCOBO_01224	CHAT domain-containing protein
OMCOBO_01225	hypothetical protein
OMCOBO_01226	Acyl-CoA synthetase
OMCOBO_01227	Dioxygenase
OMCOBO_01228	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2
OMCOBO_01229	Alpha-galactosidase
OMCOBO_01230	non-specific serine/threonine protein kinase
OMCOBO_01231	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein
OMCOBO_01232	Acyl-CoA dehydrogenase
OMCOBO_01233	SH3b domain-containing protein
OMCOBO_01234	Hydroxylase
OMCOBO_01235	Flavin-dependent monooxygenase
OMCOBO_01236	Ubiquinone/menaquinone biosynthesis methylase
OMCOBO_01237	Peptidase
OMCOBO_01238	DUF5133 domain-containing protein
OMCOBO_01239	putative phosphoketolase
OMCOBO_01240	Ku protein
OMCOBO_01241	Proteinase
OMCOBO_01242	DNA-binding protein
OMCOBO_01243	Putative acetyltransferase, GNAT
OMCOBO_01244	LysR family transcriptional regulator
OMCOBO_01245	hypothetical protein
OMCOBO_01246	DNA polymerase III subunit alpha
OMCOBO_01247	DUF6300 domain-containing protein
OMCOBO_01248	mitogen-activated protein kinase kinase
OMCOBO_01249	Epoxide hydrolase
OMCOBO_01250	hypothetical protein
OMCOBO_01251	Sporulation protein
OMCOBO_01252	adenosine deaminase
OMCOBO_01253	Putative transcriptional regulator, GntR family protein
OMCOBO_01254	MFS transporter
OMCOBO_01255	SMP-30/Gluconolactonase/LRE-like region domain-containing protein
OMCOBO_01256	PPOX class F420-dependent enzyme
OMCOBO_01257	Permease
OMCOBO_01258	TetR/AcrR family transcriptional regulator
OMCOBO_01259	Soluble epoxide hydrolase
OMCOBO_01260	Cold shock-like protein 7-0
OMCOBO_01261	dihydroxyacetone kinase subunit DhaK
OMCOBO_01262	dihydroxyacetone kinase subunit DhaL
OMCOBO_01263	PTS fructose transporter subunit IIA
OMCOBO_01264	Methyltransferase
OMCOBO_01265	RNA polymerase sigma24 factor
OMCOBO_01266	Glycoprotein
OMCOBO_01267	aldehyde dehydrogenase (NAD(+))
OMCOBO_01268	2-oxoadipate dioxygenase/decarboxylase
OMCOBO_01269	Sarcosine oxidase subunit beta
OMCOBO_01270	LysR family transcriptional regulator
OMCOBO_01271	Anti-sigma factor antagonist
OMCOBO_01272	Transcriptional regulator
OMCOBO_01273	Substrate binding protein
OMCOBO_01274	Putative ABC transporter permease protein
OMCOBO_01275	Mannitol ABC transporter permease
OMCOBO_01276	DNA mismatch repair protein MutT
OMCOBO_01277	ATP-dependent DNA ligase
OMCOBO_01278	Amidohydrolase 3 domain-containing protein
OMCOBO_01279	Cytosine or purine or uracil or thiamine or allantoin permease
OMCOBO_01280	TetR family transcriptional regulator
OMCOBO_01281	Histone deacetylase
OMCOBO_01282	Phosphoribosyl transferase
OMCOBO_01283	Chemotaxis protein
OMCOBO_01284	Hypoxic response protein 1
OMCOBO_01285	4-hydroxybenzoate 3-monooxygenase
OMCOBO_01286	UPF0337 protein
OMCOBO_01287	3-hydroxybutyrate dehydrogenase
OMCOBO_01288	Lipoprotein
OMCOBO_01289	NUDIX hydrolase
OMCOBO_01290	Lipoprotein
OMCOBO_01291	Glutamate racemase
OMCOBO_01292	Glycosyltransferase
OMCOBO_01293	TerD domain-containing protein
OMCOBO_01294	DUF6643 domain-containing protein
OMCOBO_01295	Molybdenum cofactor biosysynthesis protein
OMCOBO_01296	STAS domain-containing protein
OMCOBO_01297	ATP-binding protein
OMCOBO_01298	Proline rich protein membrane protein
OMCOBO_01299	AAA family ATPase
OMCOBO_01300	Lipase family protein
OMCOBO_01301	Cytochrome C
OMCOBO_01302	Polyketide cyclase
OMCOBO_01303	L-cysteine desulfhydrase Cds1
OMCOBO_01304	GRAM domain-containing protein
OMCOBO_01305	ATPase
OMCOBO_01306	SHOCT domain-containing protein
OMCOBO_01307	TetR family transcriptional regulator
OMCOBO_01308	DUF4865 domain-containing protein
OMCOBO_01309	Phosphotriesterase
OMCOBO_01310	Integral membrane protein
OMCOBO_01311	Ribbon-helix-helix protein CopG domain-containing protein
OMCOBO_01312	Metallopeptidase
OMCOBO_01313	Regulatory protein
OMCOBO_01314	MFS transporter
OMCOBO_01315	Maleylpyruvate isomerase family mycothiol-dependent enzyme
OMCOBO_01316	Regulatory protein, LuxR:Response regulator receiver
OMCOBO_01317	histidine kinase
OMCOBO_01318	Methyltransferase
OMCOBO_01319	Hyaluronate lyase
OMCOBO_01320	Dipeptidase
OMCOBO_01321	ATP/GTP-binding protein
OMCOBO_01322	non-specific serine/threonine protein kinase
OMCOBO_01323	ROK family protein
OMCOBO_01324	LacI family transcriptional regulator
OMCOBO_01325	HpcH/HpaI aldolase
OMCOBO_01326	Mini-circle protein
OMCOBO_01327	Putative electron transfer flavoprotein alpha subunit
OMCOBO_01328	Electron transfer flavoprotein subunit beta
OMCOBO_01329	Flavin-dependent reductase
OMCOBO_01330	Thiol reductase thioredoxin
OMCOBO_01331	Glycerol acyltransferase
OMCOBO_01332	Aminotransferase class V-fold PLP-dependent enzyme
OMCOBO_01333	Oxidoreductase
OMCOBO_01334	DUF6421 domain-containing protein
OMCOBO_01335	Luciferase
OMCOBO_01336	PadR family transcriptional regulator
OMCOBO_01337	Glycerophosphoryl diester phosphodiesterase
OMCOBO_01338	Amino acid ABC transporter substrate-binding protein
OMCOBO_01339	ABC transporter permease
OMCOBO_01340	ABC transporter ATP-binding protein
OMCOBO_01341	N-acetyltransferase
OMCOBO_01342	VOC domain-containing protein
OMCOBO_01343	FAD-dependent oxidoreductase
OMCOBO_01344	DUF5134 domain-containing protein
OMCOBO_01345	Peptidase M48 domain-containing protein
OMCOBO_01346	Hydrolase
OMCOBO_01347	Gluconate 5-dehydrogenase
OMCOBO_01348	Glutamate decarboxylase
OMCOBO_01349	HTH gntR-type domain-containing protein
OMCOBO_01350	MFS transporter
OMCOBO_01351	amidase
OMCOBO_01352	TetR family transcriptional regulator
OMCOBO_01353	Thiol-disulfide oxidoreductase
OMCOBO_01354	Integral membrane protein
OMCOBO_01355	DNA-binding protein
OMCOBO_01356	Oxidoreductase
OMCOBO_01357	Integral membrane protein
OMCOBO_01358	Transcriptional regulator
OMCOBO_01359	RDD family protein
OMCOBO_01360	MFS transporter
OMCOBO_01361	hypothetical protein
OMCOBO_01362	hypothetical protein
OMCOBO_01363	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein
OMCOBO_01364	GntR family transcriptional regulator
OMCOBO_01365	Haloacid dehalogenase
OMCOBO_01366	Fumarylacetoacetase-like C-terminal domain-containing protein
OMCOBO_01367	Carboxylase
OMCOBO_01368	Asparaginase
OMCOBO_01369	MFS transporter
OMCOBO_01370	Carboxylase
OMCOBO_01371	Acetolactate synthase
OMCOBO_01372	Threonine synthase
OMCOBO_01373	DUF6917 domain-containing protein
OMCOBO_01374	hypothetical protein
OMCOBO_01375	Carbamoyltransferase
OMCOBO_01376	IopB
OMCOBO_01377	hypothetical protein
OMCOBO_01378	Inducer of phenazine A
OMCOBO_01379	Carboxylase
OMCOBO_01380	phosphopyruvate hydratase
OMCOBO_01381	hypothetical protein
OMCOBO_01382	Tyr recombinase domain-containing protein
OMCOBO_01383	Peptidase C39-like domain-containing protein
OMCOBO_01384	Uridine kinase
OMCOBO_01385	AAA+ ATPase domain-containing protein
OMCOBO_01386	CNNM transmembrane domain-containing protein
OMCOBO_01387	HlyC/CorC family transporter
OMCOBO_01388	PH domain-containing protein
OMCOBO_01389	ATP phosphoribosyltransferase
OMCOBO_01390	phosphoribosyl-ATP diphosphatase
OMCOBO_01391	6,7-dimethyl-8-ribityllumazine synthase
OMCOBO_01392	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
OMCOBO_01393	Nicotinamide mononucleotide transporter
OMCOBO_01394	riboflavin synthase
OMCOBO_01395	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
OMCOBO_01396	Nucleotide-diphosphate-sugar epimerase
OMCOBO_01397	ROK family transcriptional regulator
OMCOBO_01398	MFS transporter
OMCOBO_01399	Thioesterase
OMCOBO_01400	hypothetical protein
OMCOBO_01401	DUF397 domain-containing protein
OMCOBO_01402	GntR family transcriptional regulator
OMCOBO_01403	Nitrate reductase
OMCOBO_01404	Phospholipase A2
OMCOBO_01405	DUF5995 domain-containing protein
OMCOBO_01406	LLM class F420-dependent oxidoreductase
OMCOBO_01407	Putative oxidoreductase
OMCOBO_01408	N-carbamoylputrescine amidase
OMCOBO_01409	LysR family transcriptional regulator
OMCOBO_01410	MFS transporter
OMCOBO_01411	SnoaL-like domain-containing protein
OMCOBO_01412	Lrp/AsnC family transcriptional regulator
OMCOBO_01413	Amino acid permease
OMCOBO_01414	GuaB1 family IMP dehydrogenase-related protein
OMCOBO_01415	Barstar (barnase inhibitor) domain-containing protein
OMCOBO_01416	Ribonuclease N1
OMCOBO_01417	DNA-binding transcriptional regulator LsrR, DeoR family
OMCOBO_01418	ribulose-phosphate 3-epimerase
OMCOBO_01419	NADP-dependent isocitrate dehydrogenase
OMCOBO_01420	SUKH-3 immunity protein
OMCOBO_01421	Type IV secretion protein Rhs
OMCOBO_01422	PE-PGRS family protein
OMCOBO_01423	hypothetical protein
OMCOBO_01424	SRCR domain-containing protein
OMCOBO_01425	SAM-dependent MTase RsmB/NOP-type domain-containing protein
OMCOBO_01426	methionyl-tRNA formyltransferase
OMCOBO_01427	RNA polymerase subunit sigma-70
OMCOBO_01428	primosomal protein N'
OMCOBO_01429	methionine adenosyltransferase
OMCOBO_01431	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
OMCOBO_01432	DNA-directed RNA polymerase subunit omega
OMCOBO_01433	guanylate kinase
OMCOBO_01434	integration host factor
OMCOBO_01435	orotidine-5'-phosphate decarboxylase
OMCOBO_01436	quinone-dependent dihydroorotate dehydrogenase
OMCOBO_01437	carbamoyl-phosphate synthase large subunit
OMCOBO_01438	carbamoyl phosphate synthase small subunit
OMCOBO_01439	Integral membrane protein
OMCOBO_01440	dihydroorotase
OMCOBO_01441	aspartate carbamoyltransferase catalytic subunit
OMCOBO_01442	bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
OMCOBO_01443	transcriptional regulator BldD
OMCOBO_01444	transcription antitermination factor NusB
OMCOBO_01445	elongation factor P
OMCOBO_01446	X-Pro dipeptidase
OMCOBO_01447	ATP-binding protein
OMCOBO_01448	type II 3-dehydroquinate dehydratase
OMCOBO_01449	3-dehydroquinate synthase
OMCOBO_01450	Shikimate kinase
OMCOBO_01451	chorismate synthase
OMCOBO_01452	shikimate dehydrogenase
OMCOBO_01453	Endolytic murein transglycosylase
OMCOBO_01454	Holliday junction resolvase RuvX
OMCOBO_01455	alanine--tRNA ligase
OMCOBO_01456	Secreted protein
OMCOBO_01457	Secreted protein
OMCOBO_01458	ORC1/DEAH AAA+ ATPase domain-containing protein
OMCOBO_01459	30S ribosomal protein S4
OMCOBO_01460	DUF2470 domain-containing protein
OMCOBO_01461	Recombination factor protein RarA
OMCOBO_01462	Vitamin K epoxide reductase
OMCOBO_01463	histidine--tRNA ligase
OMCOBO_01464	Hydrolase
OMCOBO_01465	Peptidyl-prolyl cis-trans isomerase
OMCOBO_01466	DUF349 domain-containing protein
OMCOBO_01467	GTP pyrophosphokinase
OMCOBO_01468	adenine phosphoribosyltransferase
OMCOBO_01469	Protein-export membrane protein SecF
OMCOBO_01470	Protein translocase subunit SecD
OMCOBO_01471	preprotein translocase subunit YajC
OMCOBO_01472	Holliday junction branch migration DNA helicase RuvB
OMCOBO_01473	Holliday junction branch migration protein RuvA
OMCOBO_01474	crossover junction endodeoxyribonuclease RuvC
OMCOBO_01475	YebC/PmpR family DNA-binding transcriptional regulator
OMCOBO_01476	pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
OMCOBO_01477	pyridoxal 5'-phosphate synthase lyase subunit PdxS
OMCOBO_01478	Membrane protein
OMCOBO_01479	Alpha-(1-2)-phosphatidylinositol mannosyltransferase
OMCOBO_01480	phosphatidylinositol mannoside acyltransferase
OMCOBO_01481	phosphatidylinositol phosphate synthase
OMCOBO_01482	elongation factor G-like protein EF-G2
OMCOBO_01483	Integral membrane protein
OMCOBO_01484	YNCE-like beta-propeller domain-containing protein
OMCOBO_01485	Polysaccharide deacetylase family protein
OMCOBO_01486	AP-4-A phosphorylase
OMCOBO_01487	threonine--tRNA ligase
OMCOBO_01488	PE-PGRS family protein
OMCOBO_01489	DUF4365 domain-containing protein
OMCOBO_01490	3'-5' exonuclease
OMCOBO_01492	Polyketide cyclase
OMCOBO_01494	Sporulation-specific cell division protein SsgB
OMCOBO_01495	Zinc finger CGNR domain-containing protein
OMCOBO_01496	hypothetical protein
OMCOBO_01497	Integral membrane protein
OMCOBO_01498	DSBA oxidoreductase
OMCOBO_01499	N-acetyltransferase
OMCOBO_01500	aminodeoxychorismate lyase
OMCOBO_01506	ABC transporter permease
OMCOBO_01507	Protein kinase
OMCOBO_01508	RNA methyltransferase
OMCOBO_01509	uroporphyrinogen-III C-methyltransferase
OMCOBO_01510	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
OMCOBO_01511	Precorrin-6y C5,15-methyltransferase (Decarboxylating) subunit CbiE
OMCOBO_01512	Putative acetyltransferase
OMCOBO_01513	Lipoprotein
OMCOBO_01514	ABC transporter permease
OMCOBO_01515	Methionine import ATP-binding protein MetN
OMCOBO_01516	Integral membrane protein
OMCOBO_01517	Integral membrane protein
OMCOBO_01518	Putative acetyltransferase
OMCOBO_01519	glycerophosphodiester phosphodiesterase
OMCOBO_01520	1-acyl-sn-glycerol-3-phosphate acyltransferase
OMCOBO_01521	Bifunctional metallophosphatase/5'-nucleotidase
OMCOBO_01522	MFS transporter
OMCOBO_01523	TetR-family transcriptional regulator
OMCOBO_01524	argininosuccinate lyase
OMCOBO_01525	argininosuccinate synthase
OMCOBO_01526	MarR family transcriptional regulator
OMCOBO_01528	Integral membrane plasmid transfer protein
OMCOBO_01529	Crp/Fnr family transcriptional regulator
OMCOBO_01530	Guanylate cyclase domain-containing protein
OMCOBO_01531	ATP-binding protein
OMCOBO_01532	Band 7 domain-containing protein
OMCOBO_01533	arginine repressor
OMCOBO_01534	acetylornithine transaminase
OMCOBO_01535	Acetylglutamate kinase
OMCOBO_01536	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
OMCOBO_01537	N-acetyl-gamma-glutamyl-phosphate reductase
OMCOBO_01538	Polyketide cyclase
OMCOBO_01539	MarR family transcriptional regulator
OMCOBO_01540	dTDP-4-dehydrorhamnose reductase
OMCOBO_01541	Putative drug resistance protein B putative glyoxalase/bleomycin resistance protein/dioxygenase
OMCOBO_01542	MarR family transcriptional regulator
OMCOBO_01543	N,N-dimethylformamidase beta subunit-like C-terminal domain-containing protein
OMCOBO_01544	DUF1059 domain-containing protein
OMCOBO_01545	Transcriptional regulator
OMCOBO_01546	DNA-binding response regulator
OMCOBO_01547	N-acetyltransferase
OMCOBO_01548	Transcriptional regulator
OMCOBO_01549	EamA family transporter
OMCOBO_01550	DUF1918 domain-containing protein
OMCOBO_01551	Glycosyl hydrolase-like 10 domain-containing protein
OMCOBO_01552	3-hydroxybutyryl-CoA dehydrogenase
OMCOBO_01553	UDP-N-acetylglucosamine 2-epimerase domain-containing protein
OMCOBO_01554	hypothetical protein
OMCOBO_01555	Regulator
OMCOBO_01556	DUF3618 domain-containing protein
OMCOBO_01557	NUDIX domain-containing protein
OMCOBO_01558	Transcriptional regulator
OMCOBO_01559	phenylalanine--tRNA ligase subunit beta
OMCOBO_01560	phenylalanine--tRNA ligase subunit alpha
OMCOBO_01561	histidine kinase
OMCOBO_01562	RNA methyltransferase
OMCOBO_01563	50S ribosomal protein L20
OMCOBO_01564	50S ribosomal protein L35
OMCOBO_01565	translation initiation factor IF-3
OMCOBO_01567	ATPase
OMCOBO_01568	MIP family channel protein
OMCOBO_01569	SseB protein N-terminal domain-containing protein
OMCOBO_01570	type VII secretion-associated serine protease mycosin
OMCOBO_01571	PknH-like extracellular domain-containing protein
OMCOBO_01572	Alanine racemase
OMCOBO_01573	phosphoserine phosphatase
OMCOBO_01574	3-oxoacyl-ACP reductase
OMCOBO_01575	Phenylacetaldehyde dehydrogenase
OMCOBO_01576	Putative glutamine synthetase
OMCOBO_01577	GntR family transcriptional regulator
OMCOBO_01578	ethanolamine permease
OMCOBO_01579	Gamma-glutamyl-gamma-aminobutyrate hydrolase
OMCOBO_01580	Regulatory protein
OMCOBO_01581	Arylsulfotransferase
OMCOBO_01582	Uracil-xanthine permease
OMCOBO_01583	Transcriptional regulator
OMCOBO_01584	C4-dicarboxylate ABC transporter
OMCOBO_01585	ABC transporter substrate-binding protein
OMCOBO_01586	Glycine/betaine ABC transporter permease
OMCOBO_01587	Glycine/betaine ABC transporter ATP-binding protein
OMCOBO_01588	5'-3' exonuclease
OMCOBO_01589	Siderophore-interacting protein
OMCOBO_01590	MerR family transcriptional regulator
OMCOBO_01591	Integral membrane protein
OMCOBO_01592	DUF4281 domain-containing protein
OMCOBO_01593	LLM class flavin-dependent oxidoreductase
OMCOBO_01594	ATP-dependent RNA helicase
OMCOBO_01595	twin-arginine translocase subunit TatC
OMCOBO_01596	Sec-independent protein translocase subunit TatA
OMCOBO_01597	Membrane protein
OMCOBO_01598	CpXC domain-containing protein
OMCOBO_01599	WYL domain-containing protein
OMCOBO_01600	WYL domain-containing protein
OMCOBO_01601	Peptidyl-prolyl cis-trans isomerase
OMCOBO_01602	peptidylprolyl isomerase
OMCOBO_01603	Pup--protein ligase
OMCOBO_01604	MFS transporter
OMCOBO_01605	LacI family transcriptional regulator
OMCOBO_01606	proteasome subunit alpha
OMCOBO_01607	proteasome subunit beta
OMCOBO_01608	Prokaryotic ubiquitin-like protein Pup
OMCOBO_01609	depupylase/deamidase Dop
OMCOBO_01610	proteasome ATPase
OMCOBO_01611	Ferredoxin
OMCOBO_01612	Secreted protein
OMCOBO_01613	tRNA (Adenine-N1)-methyltransferase
OMCOBO_01614	Zinc metalloprotease
OMCOBO_01615	Recombinase RecB
OMCOBO_01616	LuxR family two component transcriptional regulator
OMCOBO_01617	ABC transporter substrate-binding protein
OMCOBO_01618	Lipoprotein oligopeptide binding protein
OMCOBO_01619	Hydrolase
OMCOBO_01620	methionine synthase
OMCOBO_01622	Glycerol operon regulatory protein
OMCOBO_01623	Aquaglyceroporin
OMCOBO_01624	glycerol kinase GlpK
OMCOBO_01625	Glycerol-3-phosphate dehydrogenase
OMCOBO_01626	Luciferase-like monooxygenase
OMCOBO_01627	GntR family transcriptional regulator
OMCOBO_01628	3-oxoacyl-ACP reductase
OMCOBO_01629	Amidohydrolase
OMCOBO_01630	Aldo/keto reductase
OMCOBO_01631	Autoinducer 2 import system permease protein LsrC
OMCOBO_01632	Multidrug ABC transporter ATP-binding protein
OMCOBO_01633	ABC transporter substrate-binding protein
OMCOBO_01634	Short-chain dehydrogenase/reductase SDR
OMCOBO_01635	L-fuconate dehydratase
OMCOBO_01636	PAC2 family protein
OMCOBO_01637	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
OMCOBO_01638	Phosphatidylinositol 3-and 4-kinase
OMCOBO_01639	DUF3090 domain-containing protein
OMCOBO_01640	MSMEG_4193 family putative phosphomutase
OMCOBO_01641	magnesium/cobalt transporter CorA
OMCOBO_01642	Ferritin-like domain-containing protein
OMCOBO_01643	ATP/GTP-binding protein
OMCOBO_01644	Oxidoreductase
OMCOBO_01645	RecD helicase-like helix-hairpin-helix domain-containing protein
OMCOBO_01646	GrpE protein
OMCOBO_01647	Dihydroorotate dehydrogenase
OMCOBO_01648	Chaplin domain-containing protein
OMCOBO_01649	Small membrane protein
OMCOBO_01650	Peptidase M20 dimerisation domain-containing protein
OMCOBO_01652	Haloacid dehalogenase-like hydrolase
OMCOBO_01653	ABC transporter ATP-binding protein
OMCOBO_01654	Cytochrome P450
OMCOBO_01655	(2Fe-2S) ferredoxin domain-containing protein
OMCOBO_01656	DNA-binding response regulator
OMCOBO_01657	MFS transporter
OMCOBO_01658	Transcriptional regulator
OMCOBO_01659	EamA domain-containing protein
OMCOBO_01660	TetR family transcriptional regulator
OMCOBO_01661	Oxidoreductase
OMCOBO_01662	Putative Nudix hydrolase
OMCOBO_01663	Membrane protein
OMCOBO_01664	DUF202 domain-containing protein
OMCOBO_01665	MBL fold metallo-hydrolase
OMCOBO_01666	Phosphotransferase
OMCOBO_01667	(R)-benzylsuccinyl-CoA dehydrogenase
OMCOBO_01668	HTH tetR-type domain-containing protein
OMCOBO_01669	Long-chain acyl-CoA synthetase
OMCOBO_01670	Short chain dehydrogenase/reductase family oxidoreductase
OMCOBO_01671	DUF1343 domain-containing protein
OMCOBO_01672	Hint domain-containing protein
OMCOBO_01673	LamG-like jellyroll fold domain-containing protein
OMCOBO_01674	Inner membrane metabolite transport protein yhjE
OMCOBO_01675	HTH lysR-type domain-containing protein
OMCOBO_01676	hypothetical protein
OMCOBO_01677	Penicillin acylase
OMCOBO_01678	DNA-binding protein
OMCOBO_01679	3-keto-5-aminohexanoate cleavage protein
OMCOBO_01680	CRISPR-associated endonuclease Cas1
OMCOBO_01681	Serine/threonine protein kinase
OMCOBO_01682	hypothetical protein
OMCOBO_01683	hypothetical protein
OMCOBO_01684	hypothetical protein
OMCOBO_01685	Transglycosylase SLT domain-containing protein
OMCOBO_01686	Scaffolding protein
